-119.49,35.89,5.10
-119.49,37.08,5.30
-119.02,35.37,5.80
-118.48,37.82,5.10
-118.40,37.36,5.40
-119.83,36.54,4.80
-120.36,36.14,5.30
-118.74,37.60,5.40
-119.39,36.54,5.30
-117.94,34.92,5.40
-120.10,36.43,5.30
-119.79,36.74,5.80
-119.75,36.72,5.60
-119.23,36.99,4.60
-120.10,36.53,5.10
-119.08,37.78,5.30
-119.09,36.20,5.50
-118.06,36.61,5.40
-120.06,36.96,5.30
-118.97,37.65,5.30
-119.51,37.23,5.40
-119.65,37.33,5.10
-118.01,36.28,5.50
-119.31,36.62,6.00
-119.45,36.60,5.40
-119.56,36.71,4.60
-118.68,37.56,5.50
-119.48,36.46,5.50
-119.29,36.33,5.40
-119.51,36.14,5.50
-120.51,38.38,5.10
-119.26,36.49,5.50
-119.54,37.87,5.60